2.118581381138311404e-01,2.996040467299894150e-01
2.118581381138311404e-01,6.749633172080193866e-02
2.118581381138311404e-01,9.303742824323529836e-01
2.118581381138311404e-01,6.256798784165371607e-01
2.118581381138311404e-01,1.434239895576497226e+00
2.118581381138311404e-01,9.598124687744159500e-01
2.118581381138311404e-01,9.134183524341139560e-01
2.118581381138311404e-01,9.764966792725359168e-01
2.118581381138311404e-01,5.147634162844495487e-01
2.118581381138311404e-01,1.137806362643855707e+00
2.118581381138311404e-01,5.561131828940500954e-01
2.118581381138311404e-01,2.851552626236075749e-02
2.118581381138311404e-01,3.809540244843218071e-01
2.118581381138311404e-01,9.917050145357921842e-01
2.118581381138311404e-01,9.671678419053241216e-01
2.118581381138311404e-01,4.398143864307958451e-01
2.118581381138311404e-01,8.649964270296718327e-01
2.118581381138311404e-01,1.281851711928185367e+00
2.118581381138311404e-01,9.618867950005576262e-01
2.118581381138311404e-01,8.748997080196034837e-01
2.118581381138311404e-01,-2.952381706897068137e-01
2.118581381138311404e-01,6.544947959479368027e-01
2.118581381138311404e-01,7.287522430976369758e-01
2.118581381138311404e-01,4.933126788533355178e-01
2.118581381138311404e-01,9.522998947554657256e-01
2.118581381138311404e-01,-1.737112126479076757e-01
2.118581381138311404e-01,-8.605740165969166799e-02
2.118581381138311404e-01,2.028104213401356604e-01
2.118581381138311404e-01,8.185560929938007213e-01
2.118581381138311404e-01,6.367855952673135977e-01
2.118581381138311404e-01,1.900029964232096691e-01
2.118581381138311404e-01,1.257706681246879010e-01
2.118581381138311404e-01,3.784026517638272580e-02
2.118581381138311404e-01,6.850776813585730540e-01
2.118581381138311404e-01,1.290942621128949419e+00
2.118581381138311404e-01,2.643684806434238865e-01
2.118581381138311404e-01,5.564829376105084879e-01
2.118581381138311404e-01,3.691986000151901148e-01
2.118581381138311404e-01,-8.422122836504919441e-02
2.118581381138311404e-01,1.712128133771968486e-01
2.118581381138311404e-01,4.170359837476130815e-01
2.118581381138311404e-01,1.094477615184575647e+00
2.118581381138311404e-01,1.288580284763826134e+00
2.118581381138311404e-01,1.067770324492628653e+00
2.118581381138311404e-01,7.810621709492306941e-01
