,PLExp,URef,IECturbc,TwrBsMyt_[kN-m] max,TwrBsMyt_[kN-m] stddev,TwrBsMyt_[kN-m] ST_DEL,RootMyb1_[kN-m] mean,RootMyb1_[kN-m] max,RootMyb1_[kN-m] stddev,RootMyb1_[kN-m] ST_DEL,RootMxb1_[kN-m] mean,RootMxb1_[kN-m] max,RootMxb1_[kN-m] stddev,RootMxb1_[kN-m] ST_DEL,YawBrMyn_[kN-m] mean,YawBrMyn_[kN-m] max,YawBrMyn_[kN-m] stddev,YawBrMyn_[kN-m] ST_DEL
0,0.12049415204674,11.667421326041222,19.694902282208204,169385.1594618078,22730.90272883483,27581.42742971032,24969.744358076925,43823.311186205785,5123.592840037452,13403.167030975635,1334.9358986933357,18234.686221199132,9535.326161116462,20365.170155029275,-45076.66653733223,-30291.55173496044,4345.333110440654,4094.169847400252
1,1.2750917751342057,5.4826400578022,60.358061688020825,129382.79957925936,31163.17767665344,47318.73225680221,15773.95654266674,40656.732258414326,9565.683698501425,20068.840387254975,1330.7760829462088,20421.763507981148,9952.737968861205,20773.753654410022,-48359.43719107937,-29225.050265199203,5312.471710161,4552.504300996124
2,1.4404493531212208,5.701103765517473,3.235936956480145,35095.00345456395,3824.45478611452,2184.436376121954,15328.95192973026,23990.397705210227,5690.828155591403,10659.497412977122,1363.0563816177264,15286.469239640333,10105.790962531157,20402.24533766456,-36014.17343758832,-34329.12693610225,1488.645232868018,1301.038194415435
3,0.3224016141146421,18.359630215913057,6.993060233071446,58353.17750721161,7871.267379072709,12356.626877541592,14015.115564165564,29719.726396927243,7512.906407554462,17273.043522567536,-477.2938934507614,14416.199857334379,9128.474886804219,19316.58868245183,-37061.84732946113,-29997.079820540508,2613.6647485986196,2860.084031130182
4,0.3528918693773448,4.388108976185322,62.61322516947985,31918.707962640954,53852.28769906654,52657.075818170415,11755.445154009483,27400.6865191094,6779.799702301917,11324.417602758589,227.55931558561701,16502.942267881943,9467.018940384281,18950.325458868436,-46778.68948857201,-31641.85071020466,3985.8427614251223,3971.992028876855
5,1.0969187244772909,4.789598859846592,69.82291331514716,128250.08886628732,52194.84335634386,51254.04592568251,11293.246470166509,27922.430350632298,8549.987781548105,17603.389573993318,1106.6731382913617,20209.400611644756,9676.524399618915,19881.544332318823,-46764.41487531364,-22188.27199146073,3734.936417737402,4403.066341467333
6,0.3348706864751875,13.958734884858131,24.18533954769373,178014.33899502706,29795.89232346081,35390.6983633457,19784.66198426523,41517.322318810424,7105.969790333,27907.8740547106,78.58990735168697,16669.733729494128,9734.05199137131,20367.857917519155,-38146.92320995256,-18006.940078660842,5567.2047969042,6009.957548182159
7,1.0128211176022883,4.242673717439175,92.23699173890054,99173.52895957865,59368.82812632364,71662.56670824636,10367.025746582074,31264.86136943819,7655.968994705638,10119.152654821613,840.2327934084794,16614.256656640242,9644.90317951075,20132.710443684693,-46447.40524034272,-20100.938864408425,5469.101510551263,5055.932893811882
8,0.9913928071036932,8.175726436078548,27.25339913740754,155771.96638486962,22259.356730798117,19928.18571489721,27879.648038865074,42547.81655287139,9436.775841773402,20463.57503264422,2212.8339943002197,20032.05253570282,10601.296457709988,22063.0403431603,-32457.70461025323,-20973.502319824023,3692.531498762354,3783.1454977492513
9,0.2912741527892649,5.091207973659039,75.35890624858439,148158.52316598286,50075.4180944673,50376.255142715934,10282.942908977246,29042.775596570184,8181.93045471654,17079.80978589457,1516.5374009451948,20082.03802804903,9545.998652302791,19617.003832145892,-46768.44958290268,-27362.17284066899,5313.018587039778,5429.942022373707
10,0.5695681085810065,9.200714226812124,6.212228396907449,138675.0651121176,2602.6465054046676,6903.706888672814,27858.033363883016,38782.455912866,5097.882620989476,10623.737687577908,2837.571498795637,18252.765933685598,10176.860847085123,21999.516026699526,-36693.12511786394,-32068.789000004665,1219.9269292441938,1098.0975392751052
11,0.4626295188441872,11.06564949825406,15.643856395035982,163591.8612962368,23794.271491653886,19763.30529173814,27388.153838160055,40678.07315876116,5990.059981351031,18233.990641966797,1901.196364231676,20091.249300193886,10162.917485634256,21222.962416152724,-36523.929386049575,-28706.072085347885,2787.7032317613102,2573.5644456234327
12,0.636871573422104,6.773004695773125,20.722436299547557,83138.90465959407,15503.209966127142,19142.59780029332,16695.328155994008,30319.79951090604,4442.4097872337625,13059.331174183815,1330.7256724987924,17924.51061685178,9862.151303437488,20409.68367929446,-42522.656360497065,-31930.364959619546,2698.842933308718,2008.2801240632448
13,0.914665595907718,10.610148567706348,4.259183630347252,142708.28470729486,8034.47481517796,6982.187787848245,26356.761262696615,44660.11842984652,9042.827522143909,18676.484318266335,2621.6533882891727,18398.7204396491,10151.433054953735,21900.64796794172,-29021.20793640171,-26635.170077172774,1171.330784245439,-280.8578984533833
14,-0.0284621151164174,6.349835727363825,42.53557738848031,149456.24106821738,23450.05117972705,35462.49033191034,25246.984721143264,29299.85365488462,4169.216911849746,13383.008194735954,1727.8670226443028,19436.289519255195,9580.97149904709,20071.433171931985,-49057.85657769821,-36753.41552594426,4215.763101622998,3950.1006899416416
15,1.550007336679846,5.32794851437211,50.05683149211109,102368.72036579876,22059.98919868261,32565.95621888071,13407.03013100925,39584.577395781016,8688.045738392206,19019.309889028114,1283.7135367645385,18605.669830178034,10023.899592235255,20621.79323308864,-37219.23925179934,-31060.98933982073,4828.116052064332,3981.0239472270814
16,0.7136062946170567,5.967636272311211,24.680402548983693,84441.34371242675,20160.355274875452,19138.975743418836,14896.938664944253,23094.283145023335,5577.808406058584,12063.494058264432,979.9035511198497,18268.037763109172,9659.52327248272,19735.90444402481,-44179.7406806454,-35678.70700952358,2344.161194122845,1725.0816315272275
