-1.154919624328613281e+00,-1.103154182434082031e+00,-6.888766288757324219e-01,-1.278815388679504395e+00,-1.049527168273925781e+00,-1.191885471343994141e+00,-1.319242954254150391e+00,-7.019875049591064453e-01,-1.046852469444274902e+00,-8.883572816848754883e-01,-6.320261955261230469e-01,-9.375147819519042969e-01,-6.855707168579101562e-01,-1.002203941345214844e+00,-8.204128742218017578e-01,-9.574719667434692383e-01,-1.060071587562561035e+00,-7.269853949546813965e-01,-7.502164840698242188e-01,-9.746822118759155273e-01,-5.052990913391113281e-01,-5.662010312080383301e-01,-7.527692914009094238e-01,-9.471551775932312012e-01,-6.602445840835571289e-01,-6.989564299583435059e-01,-3.047738969326019287e-01,-6.520354747772216797e-01,-6.688649654388427734e-01,-7.506697177886962891e-01,-4.465035498142242432e-01,-7.557702064514160156e-01,-5.050860643386840820e-01,-8.760235905647277832e-01,-7.901400923728942871e-01,-7.165979146957397461e-01,-5.906938314437866211e-01,-4.391284584999084473e-01,-7.639511227607727051e-01,1.362160146236419678e-01,-5.562674403190612793e-01,-4.142418205738067627e-01,1.925322413444519043e-01,2.444627135992050171e-02,3.151026368141174316e-02,1.169049814343452454e-01,-4.654084146022796631e-01,7.984536290168762207e-01,9.655209779739379883e-01,5.121150016784667969e-01
-1.219908237457275391e+00,-1.254934310913085938e+00,-6.213350892066955566e-01,-1.216731190681457520e+00,-1.128018856048583984e+00,-1.253494620323181152e+00,-1.224377155303955078e+00,-7.692531347274780273e-01,-9.908148646354675293e-01,-7.170003652572631836e-01,-7.600358724594116211e-01,-1.016055822372436523e+00,-7.164180278778076172e-01,-1.003437161445617676e+00,-7.744969129562377930e-01,-9.429694414138793945e-01,-1.010791182518005371e+00,-6.894796490669250488e-01,-8.514205813407897949e-01,-1.008853197097778320e+00,-5.580520033836364746e-01,-4.844042062759399414e-01,-7.186926603317260742e-01,-8.199624419212341309e-01,-6.554262638092041016e-01,-6.952430009841918945e-01,-3.147422373294830322e-01,-6.590122580528259277e-01,-5.527155995368957520e-01,-7.641167640686035156e-01,-3.583045303821563721e-01,-7.590402364730834961e-01,-3.775919079780578613e-01,-7.629320025444030762e-01,-7.213943600654602051e-01,-6.536538600921630859e-01,-7.626860141754150391e-01,-5.076148509979248047e-01,-6.495352387428283691e-01,9.267801791429519653e-02,-5.740908384323120117e-01,-4.770905673503875732e-01,5.933613330125808716e-02,-6.322214007377624512e-02,-5.777676776051521301e-02,1.140952631831169128e-01,-5.830661654472351074e-01,7.187175750732421875e-01,1.030710220336914062e+00,5.789604783058166504e-01
-1.311854481697082520e+00,-1.135832548141479492e+00,-6.982443332672119141e-01,-1.328206419944763184e+00,-9.655182361602783203e-01,-1.218077540397644043e+00,-1.199508070945739746e+00,-5.734310746192932129e-01,-1.024589538574218750e+00,-9.076531529426574707e-01,-6.104196906089782715e-01,-8.980596661567687988e-01,-5.865178704261779785e-01,-9.470511078834533691e-01,-9.133464694023132324e-01,-1.080926895141601562e+00,-1.058365702629089355e+00,-7.272524833679199219e-01,-8.877417445182800293e-01,-9.799985885620117188e-01,-5.582861304283142090e-01,-4.721816182136535645e-01,-8.266753554344177246e-01,-8.510670661926269531e-01,-7.108348011970520020e-01,-8.456913232803344727e-01,-2.141478955745697021e-01,-6.594383120536804199e-01,-5.208715796470642090e-01,-7.122139930725097656e-01,-3.942115604877471924e-01,-7.569879293441772461e-01,-4.890982508659362793e-01,-7.953023314476013184e-01,-8.220778107643127441e-01,-6.649767756462097168e-01,-6.915348768234252930e-01,-4.753420650959014893e-01,-7.090684771537780762e-01,-1.634866744279861450e-02,-4.594372510910034180e-01,-3.836701810359954834e-01,1.806287169456481934e-01,-3.339713439345359802e-02,5.384161323308944702e-02,1.504336893558502197e-01,-4.799611866474151611e-01,7.527123689651489258e-01,9.111420512199401855e-01,5.151766538619995117e-01
-1.278107404708862305e+00,-1.192280650138854980e+00,-5.831105113029479980e-01,-1.243028283119201660e+00,-9.773659110069274902e-01,-1.217389941215515137e+00,-1.247470974922180176e+00,-5.856426358222961426e-01,-1.074387431144714355e+00,-8.147957921028137207e-01,-6.553856134414672852e-01,-8.985117673873901367e-01,-5.493533611297607422e-01,-9.163351655006408691e-01,-7.439627647399902344e-01,-1.087881565093994141e+00,-1.037857294082641602e+00,-6.947532296180725098e-01,-7.301713824272155762e-01,-1.002715706825256348e+00,-5.645877122879028320e-01,-5.640630125999450684e-01,-8.246235251426696777e-01,-8.346014022827148438e-01,-6.256489157676696777e-01,-7.348195314407348633e-01,-1.625365763902664185e-01,-6.334840059280395508e-01,-6.473196148872375488e-01,-7.136845588684082031e-01,-4.184172451496124268e-01,-7.202318906784057617e-01,-4.359261393547058105e-01,-6.810097694396972656e-01,-8.591928482055664062e-01,-8.408125042915344238e-01,-5.793328285217285156e-01,-4.776155352592468262e-01,-6.634898781776428223e-01,2.275698632001876831e-02,-5.084968209266662598e-01,-4.841636717319488525e-01,1.999925374984741211e-01,-7.056880742311477661e-03,5.157593637704849243e-02,1.177802905440330505e-01,-5.323133468627929688e-01,7.117108702659606934e-01,1.013463258743286133e+00,6.212983131408691406e-01
-1.312072396278381348e+00,-1.095160484313964844e+00,-6.165761947631835938e-01,-1.311397671699523926e+00,-9.976941347122192383e-01,-1.176068902015686035e+00,-1.275318026542663574e+00,-6.115504503250122070e-01,-1.058384656906127930e+00,-7.802360057830810547e-01,-7.009762525558471680e-01,-9.477332234382629395e-01,-7.149196863174438477e-01,-9.503639936447143555e-01,-8.372450470924377441e-01,-9.807022213935852051e-01,-1.066529273986816406e+00,-7.081859707832336426e-01,-8.186274766921997070e-01,-9.419841170310974121e-01,-6.184614300727844238e-01,-4.994961321353912354e-01,-7.716603279113769531e-01,-9.198940396308898926e-01,-6.312935352325439453e-01,-7.522710561752319336e-01,-2.750026285648345947e-01,-5.806603431701660156e-01,-5.333986878395080566e-01,-7.156504988670349121e-01,-4.829051792621612549e-01,-8.230205178260803223e-01,-4.708323180675506592e-01,-7.982375025749206543e-01,-7.163490653038024902e-01,-7.198951244354248047e-01,-7.117607593536376953e-01,-4.197701215744018555e-01,-8.006551265716552734e-01,-2.998225763440132141e-02,-4.804404973983764648e-01,-4.650714695453643799e-01,1.411089599132537842e-01,-8.985815942287445068e-02,5.703253298997879028e-02,7.750932127237319946e-02,-4.421453177928924561e-01,5.859702229499816895e-01,9.457772970199584961e-01,5.389715433120727539e-01
-1.215308666229248047e+00,-1.245979547500610352e+00,-5.563485622406005859e-01,-1.343564987182617188e+00,-1.034319758415222168e+00,-1.139608860015869141e+00,-1.211581707000732422e+00,-5.461987257003784180e-01,-1.144286394119262695e+00,-8.689385056495666504e-01,-6.799038648605346680e-01,-8.958608508110046387e-01,-6.248914003372192383e-01,-9.192875027656555176e-01,-8.299425840377807617e-01,-9.721533060073852539e-01,-9.676414728164672852e-01,-7.017959952354431152e-01,-8.716357946395874023e-01,-1.035843491554260254e+00,-6.225306987762451172e-01,-6.029727458953857422e-01,-8.252807855606079102e-01,-8.422776460647583008e-01,-6.843543052673339844e-01,-8.001969456672668457e-01,-2.001692056655883789e-01,-6.580721139907836914e-01,-5.753910541534423828e-01,-7.946965694427490234e-01,-4.489058554172515869e-01,-6.628475785255432129e-01,-3.717739582061767578e-01,-8.222225904464721680e-01,-8.065093159675598145e-01,-8.140761256217956543e-01,-7.333183288574218750e-01,-5.623564720153808594e-01,-7.045886516571044922e-01,3.566880524158477783e-02,-5.124452710151672363e-01,-4.912990629673004150e-01,1.023888066411018372e-01,3.546725958585739136e-02,4.850330948829650879e-02,6.042896211147308350e-02,-5.304034352302551270e-01,7.352391481399536133e-01,9.431875944137573242e-01,4.966554939746856689e-01
-1.184417963027954102e+00,-1.037428855895996094e+00,-5.209255814552307129e-01,-1.217437744140625000e+00,-1.076205253601074219e+00,-1.201967716217041016e+00,-1.133261442184448242e+00,-6.216301918029785156e-01,-1.019805312156677246e+00,-7.497559785842895508e-01,-6.944347620010375977e-01,-9.440367221832275391e-01,-6.426067352294921875e-01,-9.638736248016357422e-01,-8.382965326309204102e-01,-1.038356304168701172e+00,-1.002306938171386719e+00,-6.822715401649475098e-01,-8.212071657180786133e-01,-9.347008466720581055e-01,-3.830355405807495117e-01,-4.654534459114074707e-01,-7.997990250587463379e-01,-7.977985739707946777e-01,-6.613463759422302246e-01,-7.192243933677673340e-01,-2.357678711414337158e-01,-6.209453940391540527e-01,-5.136293768882751465e-01,-7.357380390167236328e-01,-4.210069179534912109e-01,-6.748442053794860840e-01,-3.115693032741546631e-01,-8.037601709365844727e-01,-7.300413846969604492e-01,-7.924358248710632324e-01,-5.115143656730651855e-01,-4.201992154121398926e-01,-6.719581484794616699e-01,-7.527104020118713379e-02,-5.660794377326965332e-01,-4.853425025939941406e-01,1.824218034744262695e-01,1.238749101758003235e-01,-7.988569140434265137e-02,1.078167334198951721e-01,-4.374658167362213135e-01,7.695286870002746582e-01,9.664548635482788086e-01,5.023188591003417969e-01
-1.286469578742980957e+00,-1.232688307762145996e+00,-7.094017267227172852e-01,-1.173440814018249512e+00,-9.928947687149047852e-01,-1.204154372215270996e+00,-1.257941007614135742e+00,-6.062843203544616699e-01,-1.068193316459655762e+00,-7.796983122825622559e-01,-6.899294257164001465e-01,-8.498507738113403320e-01,-6.594216227531433105e-01,-1.016256332397460938e+00,-8.126204609870910645e-01,-9.828560948371887207e-01,-1.001272678375244141e+00,-7.887910008430480957e-01,-7.463219761848449707e-01,-1.006507992744445801e+00,-5.583357214927673340e-01,-5.816742777824401855e-01,-7.639383077621459961e-01,-9.005817770957946777e-01,-6.554883718490600586e-01,-7.676209211349487305e-01,-2.450384497642517090e-01,-7.612794637680053711e-01,-5.548598766326904297e-01,-6.775736808776855469e-01,-3.705249428749084473e-01,-7.126579284667968750e-01,-4.335556626319885254e-01,-7.774255275726318359e-01,-7.775658369064331055e-01,-7.619229555130004883e-01,-6.287177801132202148e-01,-5.146700739860534668e-01,-6.906749606132507324e-01,5.345207452774047852e-02,-5.872356295585632324e-01,-6.732164621353149414e-01,2.389208972454071045e-01,2.499940991401672363e-02,-1.990821957588195801e-02,1.443769931793212891e-01,-4.767242968082427979e-01,7.593442201614379883e-01,9.486389160156250000e-01,5.410307049751281738e-01
-1.160512208938598633e+00,-1.075775146484375000e+00,-6.309016346931457520e-01,-1.308750391006469727e+00,-9.080547690391540527e-01,-1.197872757911682129e+00,-1.176476359367370605e+00,-6.844545602798461914e-01,-1.126040697097778320e+00,-8.667206168174743652e-01,-7.411066293716430664e-01,-9.636491537094116211e-01,-6.699057221412658691e-01,-9.179802536964416504e-01,-6.965965628623962402e-01,-9.057813286781311035e-01,-1.004141926765441895e+00,-6.845339536666870117e-01,-8.045672178268432617e-01,-9.734945893287658691e-01,-5.700538754463195801e-01,-4.525566399097442627e-01,-7.545901536941528320e-01,-8.627927303314208984e-01,-6.922444701194763184e-01,-7.260568737983703613e-01,-2.917659580707550049e-01,-7.314827442169189453e-01,-4.593343138694763184e-01,-7.826110720634460449e-01,-4.345150291919708252e-01,-6.391355395317077637e-01,-4.986489415168762207e-01,-7.541617155075073242e-01,-8.050302863121032715e-01,-6.640779972076416016e-01,-6.246646046638488770e-01,-4.310653209686279297e-01,-6.887404918670654297e-01,-1.066212952136993408e-01,-5.105696916580200195e-01,-6.589058041572570801e-01,1.796846389770507812e-01,-8.945973962545394897e-02,3.377139568328857422e-03,1.134552285075187683e-01,-5.073994398117065430e-01,6.464525461196899414e-01,9.551963806152343750e-01,5.578176975250244141e-01
-1.284675478935241699e+00,-1.114984631538391113e+00,-5.405355691909790039e-01,-1.219402909278869629e+00,-1.063767671585083008e+00,-1.243778347969055176e+00,-1.182045102119445801e+00,-6.386178135871887207e-01,-1.043419957160949707e+00,-8.065506815910339355e-01,-7.528609037399291992e-01,-9.358819127082824707e-01,-6.824852228164672852e-01,-1.020057797431945801e+00,-8.051904439926147461e-01,-9.813007116317749023e-01,-1.000354170799255371e+00,-8.366742134094238281e-01,-8.037680983543395996e-01,-1.038094282150268555e+00,-5.509485006332397461e-01,-6.096433401107788086e-01,-9.391313791275024414e-01,-8.240573406219482422e-01,-7.159977555274963379e-01,-6.745955348014831543e-01,-2.252733707427978516e-01,-6.985888481140136719e-01,-5.739345550537109375e-01,-7.945461273193359375e-01,-3.167576789855957031e-01,-7.489110231399536133e-01,-4.195141792297363281e-01,-7.141044139862060547e-01,-7.865037322044372559e-01,-7.091683149337768555e-01,-7.840130329132080078e-01,-3.997975289821624756e-01,-7.697072029113769531e-01,1.691550761461257935e-02,-4.476869106292724609e-01,-3.647032678127288818e-01,1.455066502094268799e-01,-3.491864353418350220e-02,1.122957542538642883e-01,8.673240989446640015e-02,-4.586731195449829102e-01,7.950667142868041992e-01,1.036812067031860352e+00,5.222475528717041016e-01
