1.496774059612104857e-02,5.109406021383978036e+00
1.496774059612104857e-02,2.603113948620097151e+00
1.496774059612104857e-02,8.139189569465571594e+00
1.496774059612104857e-02,1.496187213178486353e+00
1.496774059612104857e-02,9.679608294057734597e+00
1.496774059612104857e-02,5.035198424393352745e+00
1.496774059612104857e-02,1.099385743137941063e+01
1.496774059612104857e-02,1.090965816331205218e+01
1.496774059612104857e-02,1.042394062935554366e+01
1.496774059612104857e-02,2.556982923804701713e+00
1.496774059612104857e-02,1.020606439690503819e+01
1.496774059612104857e-02,8.540282714221798521e-01
1.496774059612104857e-02,2.665836418731770685e+00
1.496774059612104857e-02,1.137753565359657060e+01
1.496774059612104857e-02,2.638732277970664786e+00
1.496774059612104857e-02,9.471195602164108607e+00
1.496774059612104857e-02,8.581701798244038670e+00
1.496774059612104857e-02,2.323388693300516117e+00
1.496774059612104857e-02,1.153251016905511328e+01
1.496774059612104857e-02,2.422686834110117982e+00
1.496774059612104857e-02,1.061078025335143948e+01
1.496774059612104857e-02,2.380349412909740447e+00
1.496774059612104857e-02,2.552489645115581851e+00
1.496774059612104857e-02,4.920737739300149016e+00
1.496774059612104857e-02,2.636673286546148187e+00
1.496774059612104857e-02,4.930928381261850291e+00
1.496774059612104857e-02,1.043142694590270203e+01
1.496774059612104857e-02,4.952370428140864256e+00
1.496774059612104857e-02,1.094601038239874313e+01
1.496774059612104857e-02,2.682697602769406497e+00
1.496774059612104857e-02,4.979013725127889423e+00
1.496774059612104857e-02,5.019675096963211125e+00
1.496774059612104857e-02,9.692627564559195719e+00
1.496774059612104857e-02,2.284107633752925359e+00
1.496774059612104857e-02,1.074486576353560929e+00
1.496774059612104857e-02,2.434228178489413086e+00
1.496774059612104857e-02,8.778185093808303918e-01
1.496774059612104857e-02,4.901342482199174455e+00
1.496774059612104857e-02,2.327891773277840137e+00
1.496774059612104857e-02,5.128653594008585337e+00
1.496774059612104857e-02,2.585839672055211924e+00
1.496774059612104857e-02,5.052846036835578758e+00
1.496774059612104857e-02,2.425427839821932441e+00
1.496774059612104857e-02,2.524091656907740955e+00
1.496774059612104857e-02,2.827403791449390358e+00
1.496774059612104857e-02,9.025777409557987241e+00
1.496774059612104857e-02,9.702521142767718487e+00
1.496774059612104857e-02,5.113056417290271938e+00
1.496774059612104857e-02,2.398271888490789649e+00
1.496774059612104857e-02,2.327194527265728841e+00
1.496774059612104857e-02,2.506760790667328820e+00
1.496774059612104857e-02,2.716031611139365420e+00
1.496774059612104857e-02,8.330356394201403614e-01
1.496774059612104857e-02,2.474054577985510761e+00
1.496774059612104857e-02,5.145433234471854966e+00
1.496774059612104857e-02,4.913072765346460535e+00
1.496774059612104857e-02,1.186528089477632664e+00
1.496774059612104857e-02,2.755134272606525325e+00
1.496774059612104857e-02,2.731763283145299148e+00
1.496774059612104857e-02,2.573655022647270751e+00
1.496774059612104857e-02,9.511158395574319524e-01
1.496774059612104857e-02,2.800870334404038875e+00
1.496774059612104857e-02,2.701760484657545813e+00
1.496774059612104857e-02,5.029607488046599073e+00
1.496774059612104857e-02,2.515295480006177087e+00
1.496774059612104857e-02,1.074123012338779404e+01
1.496774059612104857e-02,2.756307097425861219e+00
1.496774059612104857e-02,2.642038384744352708e+00
1.496774059612104857e-02,2.689093902135661907e+00
1.496774059612104857e-02,1.012986221868237813e+01
1.496774059612104857e-02,9.569024046306571663e+00
1.496774059612104857e-02,1.101309027106858096e+01
1.496774059612104857e-02,5.155241004124866855e+00
1.496774059612104857e-02,5.143818840997232300e+00
1.496774059612104857e-02,1.025284773740264832e+01
1.496774059612104857e-02,2.173471883094335588e+00
1.496774059612104857e-02,2.688095326680442820e+00
1.496774059612104857e-02,5.144099023202739041e+00
1.496774059612104857e-02,2.946468772719053941e+00
1.496774059612104857e-02,1.031629349654165528e+00
1.496774059612104857e-02,9.838549144555434722e+00
1.496774059612104857e-02,2.184149536066194663e+00
1.496774059612104857e-02,2.431052053193273110e+00
1.496774059612104857e-02,2.994941384444672394e+00
1.496774059612104857e-02,8.971440288069580049e+00
1.496774059612104857e-02,1.018199456335723507e+00
1.496774059612104857e-02,9.261676871610340367e-01
1.496774059612104857e-02,8.353511342629205139e-01
1.496774059612104857e-02,1.033251025823662594e+01
1.496774059612104857e-02,2.841270822126030104e+00
1.496774059612104857e-02,4.887837924063044071e+00
1.496774059612104857e-02,2.486503585711318021e+00
1.496774059612104857e-02,9.483689792931791374e+00
1.496774059612104857e-02,2.529122219954734074e+00
1.496774059612104857e-02,1.067215199941247583e+01
1.496774059612104857e-02,2.454748348136106095e+00
1.496774059612104857e-02,5.059282134773021689e+00
1.496774059612104857e-02,9.792981507998140600e+00
1.496774059612104857e-02,9.912722762899264239e+00
1.496774059612104857e-02,4.994383708001265632e+00
1.496774059612104857e-02,2.801418113592052617e+00
1.496774059612104857e-02,1.016696295135908557e+01
1.496774059612104857e-02,2.659841897204063166e+00
1.496774059612104857e-02,1.049290846224975482e+01
1.496774059612104857e-02,9.629238594123378903e+00
1.496774059612104857e-02,1.032472106153432101e+00
1.496774059612104857e-02,1.045461097731769051e+01
1.496774059612104857e-02,2.498622708477103327e+00
1.496774059612104857e-02,1.016151725294279196e+01
1.496774059612104857e-02,1.057470427874710239e+00
1.496774059612104857e-02,2.454340527467564925e+00
1.496774059612104857e-02,2.523848555869221855e+00
1.496774059612104857e-02,9.644255679495625344e+00
1.496774059612104857e-02,2.479372688532919700e+00
1.496774059612104857e-02,2.550127164717910677e+00
1.496774059612104857e-02,1.043427373685621973e+01
1.496774059612104857e-02,2.740427053429434601e+00
1.496774059612104857e-02,2.442787180419889737e+00
1.496774059612104857e-02,2.502953373020043948e+00
1.496774059612104857e-02,1.199204185402023892e+00
1.496774059612104857e-02,5.211068373885189509e+00
1.496774059612104857e-02,2.421698673570646942e+00
1.496774059612104857e-02,1.028118785430672411e+01
1.496774059612104857e-02,9.169767033864973271e+00
1.496774059612104857e-02,5.085122959871998916e+00
1.496774059612104857e-02,5.084520388779830924e+00
1.496774059612104857e-02,1.095350984752544043e+01
1.496774059612104857e-02,2.755296124663535906e+00
1.496774059612104857e-02,9.527909624730114047e+00
1.496774059612104857e-02,1.061620175937845367e+01
1.496774059612104857e-02,2.291017718086880706e+00
1.496774059612104857e-02,1.299353933491880442e+00
1.496774059612104857e-02,9.914404321789794139e+00
1.496774059612104857e-02,5.186750314971207310e+00
1.496774059612104857e-02,5.167623114635410353e+00
1.496774059612104857e-02,5.119776445276915666e+00
1.496774059612104857e-02,2.474352213871381601e+00
1.496774059612104857e-02,4.956308036922399296e+00
1.496774059612104857e-02,9.599808274168342592e+00
1.496774059612104857e-02,2.891196336090529062e+00
1.496774059612104857e-02,2.584679246038498857e+00
1.496774059612104857e-02,1.043696258202772142e+01
1.496774059612104857e-02,1.108621670807785620e+00
1.496774059612104857e-02,7.819717317832201031e-01
1.496774059612104857e-02,2.367986102096348411e+00
1.496774059612104857e-02,1.059709877743777184e+01
1.496774059612104857e-02,9.877868495612384336e+00
1.496774059612104857e-02,1.015448060329048552e+01
1.496774059612104857e-02,1.062063769487243903e+00
1.496774059612104857e-02,9.720598668669786946e+00
1.496774059612104857e-02,2.414986086299843127e+00
1.496774059612104857e-02,5.079429775339733055e+00
1.496774059612104857e-02,5.020881532783443291e+00
1.496774059612104857e-02,5.202662976402917749e+00
1.496774059612104857e-02,1.012636564215770285e+01
1.496774059612104857e-02,1.072502565501924110e+01
1.496774059612104857e-02,2.370662941153206305e+00
1.496774059612104857e-02,1.031000650204575386e+01
1.496774059612104857e-02,8.493961876623610241e-01
1.496774059612104857e-02,8.813804627323463592e+00
1.496774059612104857e-02,5.098690333597107660e+00
1.496774059612104857e-02,2.524014590736112229e+00
1.496774059612104857e-02,1.024780937475990861e+01
1.496774059612104857e-02,2.882259604212118020e+00
1.496774059612104857e-02,9.819901171528915285e+00
1.496774059612104857e-02,1.116307013663780445e+01
1.496774059612104857e-02,2.636473519248818675e+00
1.496774059612104857e-02,5.204894563560218401e+00
1.496774059612104857e-02,9.932434412386104139e-01
1.496774059612104857e-02,2.360386982182450133e+00
1.496774059612104857e-02,5.056992844397043996e+00
1.496774059612104857e-02,1.082896256771962129e+01
1.496774059612104857e-02,9.793826847113615841e+00
1.496774059612104857e-02,5.182224261374053675e+00
1.496774059612104857e-02,2.345255977501222056e+00
1.496774059612104857e-02,2.637997080449923093e+00
1.496774059612104857e-02,2.921026430070677193e+00
1.496774059612104857e-02,8.855643465320726104e-01
1.496774059612104857e-02,1.068078032690968726e+01
1.496774059612104857e-02,7.758716567533063824e-01
1.496774059612104857e-02,2.441146306194263982e+00
1.496774059612104857e-02,5.032729700303294251e+00
1.496774059612104857e-02,4.926783730432112485e+00
1.496774059612104857e-02,2.642187931095461906e+00
1.496774059612104857e-02,1.028082873787365159e+01
1.496774059612104857e-02,1.070961765225589701e+01
1.496774059612104857e-02,5.019205516036214121e+00
1.496774059612104857e-02,5.090351861484082363e+00
1.496774059612104857e-02,2.146575060288160586e+00
1.496774059612104857e-02,2.711782100024572983e+00
1.496774059612104857e-02,9.776025509730376095e-01
1.496774059612104857e-02,2.255695386984707174e+00
1.496774059612104857e-02,1.042698105921109786e+01
1.496774059612104857e-02,9.058273919270487085e+00
1.496774059612104857e-02,2.923427727695485867e+00
1.496774059612104857e-02,9.931935073317646356e+00
1.496774059612104857e-02,1.075443841335643302e+00
1.496774059612104857e-02,2.744200402277531037e+00
